model,threshold,thr_value,n_presences,n_absences,TPR_mean,TPR_sd,TNR_mean,TNR_sd,SORENSEN_mean,SORENSEN_sd,JACCARD_mean,JACCARD_sd,FPB_mean,FPB_sd,OR_mean,OR_sd,TSS_mean,TSS_sd,AUC_mean,AUC_sd,BOYCE_mean,BOYCE_sd,IMAE_mean,IMAE_sd
max,lpt,0.00310844,350,10000,1,0,0.6464,0.175151863,0.186024749,0.066170427,0.103697261,0.039299727,0.207394523,0.078599453,0,0,0.6464,0.175151863,0.934912862,0.011221402,0.925405037,0.05234919,0.877115904,0.004885372
max,max_fpb,0.72985922,350,10000,0.574680766,0.169210504,0.9529,0.030282833,0.403336209,0.037555651,0.253161775,0.029228889,0.50632355,0.058457778,0.425319234,0.169210504,0.527580766,0.141528632,0.934912862,0.011221402,0.925405037,0.05234919,0.877115904,0.004885372
max,max_jaccard,0.72985922,350,10000,0.574680766,0.169210504,0.9529,0.030282833,0.403336209,0.037555651,0.253161775,0.029228889,0.50632355,0.058457778,0.425319234,0.169210504,0.527580766,0.141528632,0.934912862,0.011221402,0.925405037,0.05234919,0.877115904,0.004885372
max,max_sens_spec,0.26377906,350,10000,0.962219499,0.010539671,0.8193,0.024953958,0.271596841,0.033105063,0.157483705,0.022599817,0.31496741,0.045199635,0.037780501,0.010539671,0.781519499,0.020745295,0.934912862,0.011221402,0.925405037,0.05234919,0.877115904,0.004885372
max,max_sorensen,0.72985922,350,10000,0.574680766,0.169210504,0.9529,0.030282833,0.403336209,0.037555651,0.253161775,0.029228889,0.50632355,0.058457778,0.425319234,0.169210504,0.527580766,0.141528632,0.934912862,0.011221402,0.925405037,0.05234919,0.877115904,0.004885372
max,sensitivity,0.32600466,350,10000,0.891556196,0.002398562,0.8447,0.025601758,0.285010006,0.049405887,0.166981492,0.034457615,0.333962985,0.06891523,0.108443804,0.002398562,0.736256196,0.026764556,0.934912862,0.011221402,0.925405037,0.05234919,0.877115904,0.004885372
max,equal_sens_spec,0.26140995,352,10000,0.868949762,0.010440779,0.8689,0.010322306,0.311024258,0.037296776,0.184612411,0.02619923,0.369224821,0.052398459,0.131050238,0.010440779,0.737849762,0.020760861,0.949173983,0.008293797,0.915026217,0.033840239,0.907716674,0.00324016
max,lpt,0.01042318,352,10000,1,0,0.6339,0.07518843,0.16596965,0.040465331,0.090921987,0.024223339,0.181843975,0.048446678,0,0,0.6339,0.07518843,0.949173983,0.008293797,0.915026217,0.033840239,0.907716674,0.00324016
max,max_fpb,0.61005441,352,10000,0.514934661,0.134308863,0.986,0.010368221,0.538129633,0.037547781,0.368815115,0.034301818,0.73763023,0.068603636,0.485065339,0.134308863,0.500934661,0.124220387,0.949173983,0.008293797,0.915026217,0.033840239,0.907716674,0.00324016
max,max_jaccard,0.61005441,352,10000,0.514934661,0.134308863,0.986,0.010368221,0.538129633,0.037547781,0.368815115,0.034301818,0.73763023,0.068603636,0.485065339,0.134308863,0.500934661,0.124220387,0.949173983,0.008293797,0.915026217,0.033840239,0.907716674,0.00324016
max,max_sens_spec,0.2269168,352,10000,0.929314946,0.030171308,0.8424,0.0069857,0.289743142,0.027139022,0.169649252,0.018453972,0.339298505,0.036907944,0.070685054,0.030171308,0.771714946,0.025966572,0.949173983,0.008293797,0.915026217,0.033840239,0.907716674,0.00324016
max,max_sorensen,0.61005441,352,10000,0.514934661,0.134308863,0.986,0.010368221,0.538129633,0.037547781,0.368815115,0.034301818,0.73763023,0.068603636,0.485065339,0.134308863,0.500934661,0.124220387,0.949173983,0.008293797,0.915026217,0.033840239,0.907716674,0.00324016
max,sensitivity,0.24608737,352,10000,0.894912706,0.003403876,0.845,0.028650916,0.287953015,0.051500077,0.169016849,0.03427156,0.338033697,0.06854312,0.105087294,0.003403876,0.739912706,0.026463401,0.949173983,0.008293797,0.915026217,0.033840239,0.907716674,0.00324016
max,equal_sens_spec,0.42385465,364,10000,0.822158265,0.010641401,0.8205,0.008703448,0.243010256,0.014551008,0.138373033,0.009427719,0.276746065,0.018855438,0.177841735,0.010641401,0.642658265,0.01905706,0.911914956,0.010511981,0.941615252,0.031397522,0.841268027,0.004185332
max,lpt,0.01732069,364,10000,1,0,0.6287,0.060149397,0.166210259,0.027237464,0.090829982,0.016193936,0.181659964,0.032387872,0,0,0.6287,0.060149397,0.911914956,0.010511981,0.941615252,0.031397522,0.841268027,0.004185332
max,max_fpb,0.75647432,364,10000,0.39234806,0.076556285,0.9809,0.011260551,0.408485516,0.048767277,0.257623244,0.039109242,0.515246488,0.078218484,0.60765194,0.076556285,0.37324806,0.067898885,0.911914956,0.010511981,0.941615252,0.031397522,0.841268027,0.004185332
max,max_jaccard,0.75647432,364,10000,0.39234806,0.076556285,0.9809,0.011260551,0.408485516,0.048767277,0.257623244,0.039109242,0.515246488,0.078218484,0.60765194,0.076556285,0.37324806,0.067898885,0.911914956,0.010511981,0.941615252,0.031397522,0.841268027,0.004185332
max,max_sens_spec,0.21061378,364,10000,0.951300224,0.041477321,0.7547,0.034153331,0.220218851,0.028838448,0.123971543,0.018352126,0.247943085,0.036704252,0.048699776,0.041477321,0.706000224,0.015519057,0.911914956,0.010511981,0.941615252,0.031397522,0.841268027,0.004185332
max,max_sorensen,0.75647432,364,10000,0.39234806,0.076556285,0.9809,0.011260551,0.408485516,0.048767277,0.257623244,0.039109242,0.515246488,0.078218484,0.60765194,0.076556285,0.37324806,0.067898885,0.911914956,0.010511981,0.941615252,0.031397522,0.841268027,0.004185332
max,sensitivity,0.3347882,364,10000,0.889896083,0.00360522,0.7737,0.014246052,0.219285493,0.014254156,0.123202055,0.008961824,0.24640411,0.017923647,0.110103917,0.00360522,0.663596083,0.014766527,0.911914956,0.010511981,0.941615252,0.031397522,0.841268027,0.004185332
max,equal_sens_spec,0.28648023,366,10000,0.849509343,0.026868951,0.852,0.029238246,0.29071265,0.028185816,0.170333348,0.019336604,0.340666695,0.038673208,0.150490657,0.026868951,0.701509343,0.056023019,0.945808677,0.014315305,0.948706909,0.017794122,0.894130425,0.002416005
max,lpt,0.0248969,366,10000,1,0,0.706,0.086634289,0.206263707,0.041949492,0.115490004,0.026669032,0.230980007,0.053338063,0,0,0.706,0.086634289,0.945808677,0.014315305,0.948706909,0.017794122,0.894130425,0.002416005
max,max_fpb,0.72375961,366,10000,0.470844886,0.054357793,0.9872,0.005495453,0.517620501,0.019819906,0.349377101,0.018224291,0.698754203,0.036448581,0.529155114,0.054357793,0.458044886,0.050341204,0.945808677,0.014315305,0.948706909,0.017794122,0.894130425,0.002416005
max,max_jaccard,0.72375961,366,10000,0.470844886,0.054357793,0.9872,0.005495453,0.517620501,0.019819906,0.349377101,0.018224291,0.698754203,0.036448581,0.529155114,0.054357793,0.458044886,0.050341204,0.945808677,0.014315305,0.948706909,0.017794122,0.894130425,0.002416005
max,max_sens_spec,0.18924095,366,10000,0.940516375,0.038672706,0.8207,0.063368565,0.290829863,0.066608208,0.171644469,0.047674554,0.343288938,0.095349107,0.059483625,0.038672706,0.761216375,0.050409035,0.945808677,0.014315305,0.948706909,0.017794122,0.894130425,0.002416005
max,max_sorensen,0.72375961,366,10000,0.470844886,0.054357793,0.9872,0.005495453,0.517620501,0.019819906,0.349377101,0.018224291,0.698754203,0.036448581,0.529155114,0.054357793,0.458044886,0.050341204,0.945808677,0.014315305,0.948706909,0.017794122,0.894130425,0.002416005
max,sensitivity,0.2372582,366,10000,0.893334137,0.003513393,0.8294,0.047832259,0.279035021,0.036837413,0.162566067,0.0249604,0.325132135,0.049920799,0.106665863,0.003513393,0.722734137,0.046546154,0.945808677,0.014315305,0.948706909,0.017794122,0.894130425,0.002416005
max,equal_sens_spec,0.48596922,380,10000,0.819414339,0.013653113,0.8206,0.011414903,0.250107963,0.006264567,0.142939325,0.004075349,0.285878651,0.008150698,0.180585661,0.013653113,0.640014339,0.024784673,0.902145622,0.01141467,0.914089594,0.055285286,0.831109841,0.00487425
max,lpt,0.0092981,380,10000,1,0,0.5825,0.160549058,0.165848624,0.048357666,0.09103046,0.028831213,0.18206092,0.057662426,0,0,0.5825,0.160549058,0.902145622,0.01141467,0.914089594,0.055285286,0.831109841,0.00487425
max,max_fpb,0.68455924,380,10000,0.398980574,0.141891184,0.9631,0.03023326,0.339184421,0.041281008,0.204826328,0.030111285,0.409652657,0.06022257,0.601019426,0.141891184,0.362080574,0.11538801,0.902145622,0.01141467,0.914089594,0.055285286,0.831109841,0.00487425
max,max_jaccard,0.68455924,380,10000,0.398980574,0.141891184,0.9631,0.03023326,0.339184421,0.041281008,0.204826328,0.030111285,0.409652657,0.06022257,0.601019426,0.141891184,0.362080574,0.11538801,0.902145622,0.01141467,0.914089594,0.055285286,0.831109841,0.00487425
max,max_sens_spec,0.3555679,380,10000,0.947366527,0.030128504,0.7767,0.019453791,0.241975954,0.010769716,0.13767518,0.007001391,0.275350359,0.014002781,0.052633473,0.030128504,0.724066527,0.018136977,0.902145622,0.01141467,0.914089594,0.055285286,0.831109841,0.00487425
max,max_sorensen,0.68455924,380,10000,0.398980574,0.141891184,0.9631,0.03023326,0.339184421,0.041281008,0.204826328,0.030111285,0.409652657,0.06022257,0.601019426,0.141891184,0.362080574,0.11538801,0.902145622,0.01141467,0.914089594,0.055285286,0.831109841,0.00487425
max,sensitivity,0.44198372,380,10000,0.894578858,0.00382659,0.7932,0.012740683,0.243589097,0.01364877,0.138740858,0.008870685,0.277481715,0.017741371,0.105421142,0.00382659,0.687778858,0.011106648,0.902145622,0.01141467,0.914089594,0.055285286,0.831109841,0.00487425
max,equal_sens_spec,0.43509433,381,10000,0.77899194,0.014270708,0.7757,0.010744766,0.203687054,0.018182196,0.113482715,0.011234587,0.226965429,0.022469174,0.22100806,0.014270708,0.55469194,0.024998876,0.881406428,0.005312826,0.875793663,0.109611387,0.8015471,0.006989207
max,lpt,0.0347529,381,10000,1,0,0.5763,0.101459105,0.156964474,0.029124775,0.085383723,0.01720127,0.170767447,0.034402539,0,0,0.5763,0.101459105,0.881406428,0.005312826,0.875793663,0.109611387,0.8015471,0.006989207
max,max_fpb,0.75762165,381,10000,0.379357892,0.072314311,0.9714,0.008073103,0.354388974,0.030251931,0.215678429,0.022059952,0.431356857,0.044119905,0.620642108,0.072314311,0.350757892,0.065792388,0.881406428,0.005312826,0.875793663,0.109611387,0.8015471,0.006989207
max,max_jaccard,0.75762165,381,10000,0.379357892,0.072314311,0.9714,0.008073103,0.354388974,0.030251931,0.215678429,0.022059952,0.431356857,0.044119905,0.620642108,0.072314311,0.350757892,0.065792388,0.881406428,0.005312826,0.875793663,0.109611387,0.8015471,0.006989207
max,max_sens_spec,0.20160286,381,10000,0.974650276,0.036918747,0.6678,0.03897852,0.183456532,0.01937597,0.101092519,0.011768865,0.202185039,0.02353773,0.025349724,0.036918747,0.642450276,0.019172348,0.881406428,0.005312826,0.875793663,0.109611387,0.8015471,0.006989207
max,max_sorensen,0.75762165,381,10000,0.379357892,0.072314311,0.9714,0.008073103,0.354388974,0.030251931,0.215678429,0.022059952,0.431356857,0.044119905,0.620642108,0.072314311,0.350757892,0.065792388,0.881406428,0.005312826,0.875793663,0.109611387,0.8015471,0.006989207
max,sensitivity,0.29173778,381,10000,0.892011793,0.010459164,0.6899,0.024452505,0.178731468,0.019610357,0.098237788,0.011851377,0.196475576,0.023702753,0.107988207,0.010459164,0.581911793,0.032367684,0.881406428,0.005312826,0.875793663,0.109611387,0.8015471,0.006989207
max,equal_sens_spec,0.3758578,391,10000,0.846740092,0.009108042,0.845,0.011319231,0.291555502,0.019388373,0.170777316,0.013414608,0.341554632,0.026829216,0.153259908,0.009108042,0.691740092,0.020232087,0.930793816,0.004656909,0.957511716,0.019373497,0.871294522,0.002554826
max,lpt,0.05721082,391,10000,1,0,0.6999,0.052995755,0.210090705,0.036111773,0.117735281,0.022321351,0.235470562,0.044642702,0,0,0.6999,0.052995755,0.930793816,0.004656909,0.957511716,0.019373497,0.871294522,0.002554826
max,max_fpb,0.67570592,391,10000,0.410616349,0.072712068,0.9784,0.011232765,0.418032238,0.036831407,0.264802046,0.029738635,0.529604093,0.059477269,0.589383651,0.072712068,0.389016349,0.063139194,0.930793816,0.004656909,0.957511716,0.019373497,0.871294522,0.002554826
max,max_jaccard,0.67570592,391,10000,0.410616349,0.072712068,0.9784,0.011232765,0.418032238,0.036831407,0.264802046,0.029738635,0.529604093,0.059477269,0.589383651,0.072712068,0.389016349,0.063139194,0.930793816,0.004656909,0.957511716,0.019373497,0.871294522,0.002554826
max,max_sens_spec,0.20461781,391,10000,0.951914156,0.038588036,0.799,0.023677521,0.268921651,0.011620318,0.155390943,0.007771606,0.310781886,0.015543211,0.048085844,0.038588036,0.750914156,0.02184121,0.930793816,0.004656909,0.957511716,0.019373497,0.871294522,0.002554826
max,max_sorensen,0.67570592,391,10000,0.410616349,0.072712068,0.9784,0.011232765,0.418032238,0.036831407,0.264802046,0.029738635,0.529604093,0.059477269,0.589383651,0.072712068,0.389016349,0.063139194,0.930793816,0.004656909,0.957511716,0.019373497,0.871294522,0.002554826
max,sensitivity,0.30405573,391,10000,0.892430936,0.003149292,0.8204,0.018925512,0.276009435,0.023034924,0.160263705,0.015394758,0.320527411,0.030789516,0.107569064,0.003149292,0.712830936,0.020319209,0.930793816,0.004656909,0.957511716,0.019373497,0.871294522,0.002554826
max,equal_sens_spec,0.39007871,392,10000,0.831352265,0.0165836,0.8322,0.020315019,0.273961429,0.034818107,0.159105362,0.023717311,0.318210723,0.047434622,0.168647735,0.0165836,0.663552265,0.036846812,0.915754602,0.016243123,0.898794088,0.086735745,0.845233193,0.005561367
max,lpt,0.00783439,392,10000,1,0,0.62,0.088682721,0.17495552,0.027066061,0.096054851,0.016111858,0.192109703,0.032223717,0,0,0.62,0.088682721,0.915754602,0.016243123,0.898794088,0.086735745,0.845233193,0.005561367
max,max_fpb,0.72088582,392,10000,0.432856934,0.097728006,0.9715,0.019691369,0.403745704,0.042066248,0.253629988,0.03305718,0.507259976,0.06611436,0.567143066,0.097728006,0.404356934,0.079828832,0.915754602,0.016243123,0.898794088,0.086735745,0.845233193,0.005561367
max,max_jaccard,0.72088582,392,10000,0.432856934,0.097728006,0.9715,0.019691369,0.403745704,0.042066248,0.253629988,0.03305718,0.507259976,0.06611436,0.567143066,0.097728006,0.404356934,0.079828832,0.915754602,0.016243123,0.898794088,0.086735745,0.845233193,0.005561367
max,max_sens_spec,0.26838903,392,10000,0.949359923,0.021882061,0.7627,0.052919278,0.243487016,0.050385263,0.139393451,0.033729597,0.278786902,0.067459193,0.050640077,0.021882061,0.712059923,0.040912679,0.915754602,0.016243123,0.898794088,0.086735745,0.845233193,0.005561367
max,max_sorensen,0.72088582,392,10000,0.432856934,0.097728006,0.9715,0.019691369,0.403745704,0.042066248,0.253629988,0.03305718,0.507259976,0.06611436,0.567143066,0.097728006,0.404356934,0.079828832,0.915754602,0.016243123,0.898794088,0.086735745,0.845233193,0.005561367
max,sensitivity,0.31389597,392,10000,0.890429193,0.006898691,0.7907,0.046563935,0.252267523,0.049383474,0.145084136,0.032932608,0.290168271,0.065865215,0.109570807,0.006898691,0.681129193,0.04359198,0.915754602,0.016243123,0.898794088,0.086735745,0.845233193,0.005561367
max,equal_sens_spec,0.20580027,394,10000,0.845003886,0.009357391,0.845,0.012,0.29245426,0.030650068,0.171575043,0.021125116,0.343150087,0.042250232,0.154996114,0.009357391,0.690003886,0.021150102,0.933877352,0.002578059,0.927095872,0.033955723,0.893802792,0.00303076
max,lpt,0.02515356,394,10000,1,0,0.5469,0.04863435,0.149535713,0.025900593,0.080979251,0.015130516,0.161958502,0.030261033,0,0,0.5469,0.04863435,0.933877352,0.002578059,0.927095872,0.033955723,0.893802792,0.00303076
max,max_fpb,0.82367003,394,10000,0.508149658,0.065467316,0.9895,0.005545268,0.569293699,0.044722823,0.399029672,0.044748766,0.798059344,0.089497532,0.491850342,0.065467316,0.497649658,0.062019293,0.933877352,0.002578059,0.927095872,0.033955723,0.893802792,0.00303076
max,max_jaccard,0.82367003,394,10000,0.508149658,0.065467316,0.9895,0.005545268,0.569293699,0.044722823,0.399029672,0.044748766,0.798059344,0.089497532,0.491850342,0.065467316,0.497649658,0.062019293,0.933877352,0.002578059,0.927095872,0.033955723,0.893802792,0.00303076
max,max_sens_spec,0.23443671,394,10000,0.819907361,0.043780351,0.8993,0.045093791,0.395409672,0.107078703,0.251067927,0.08707339,0.502135854,0.174146781,0.180092639,0.043780351,0.719207361,0.002251805,0.933877352,0.002578059,0.927095872,0.033955723,0.893802792,0.00303076
max,max_sorensen,0.82367003,394,10000,0.508149658,0.065467316,0.9895,0.005545268,0.569293699,0.044722823,0.399029672,0.044748766,0.798059344,0.089497532,0.491850342,0.065467316,0.497649658,0.062019293,0.933877352,0.002578059,0.927095872,0.033955723,0.893802792,0.00303076
max,sensitivity,0.12318115,394,10000,0.893270053,0.002537994,0.7517,0.027887273,0.219287678,0.031935221,0.123431487,0.019897245,0.246862975,0.03979449,0.106729947,0.002537994,0.644970053,0.028019605,0.933877352,0.002578059,0.927095872,0.033955723,0.893802792,0.00303076
max,equal_sens_spec,0.4987359,400,10000,0.810637512,0.012922011,0.8118,0.009444575,0.248614024,0.006419184,0.14196501,0.004187391,0.28393002,0.008374783,0.189362488,0.012922011,0.622437512,0.021876449,0.895324123,0.015683041,0.911377863,0.09478673,0.809410466,0.009266129
max,lpt,0.00259899,400,10000,1,0,0.506,0.124817867,0.143818152,0.026510571,0.077656784,0.015416841,0.155313568,0.030833682,0,0,0.506,0.124817867,0.895324123,0.015683041,0.911377863,0.09478673,0.809410466,0.009266129
max,max_fpb,0.82325076,400,10000,0.368659632,0.056899744,0.974,0.009893179,0.364719184,0.019478387,0.22317042,0.014576449,0.446340841,0.029152898,0.631340368,0.056899744,0.342659632,0.048737713,0.895324123,0.015683041,0.911377863,0.09478673,0.809410466,0.009266129
max,max_jaccard,0.82325076,400,10000,0.368659632,0.056899744,0.974,0.009893179,0.364719184,0.019478387,0.22317042,0.014576449,0.446340841,0.029152898,0.631340368,0.056899744,0.342659632,0.048737713,0.895324123,0.015683041,0.911377863,0.09478673,0.809410466,0.009266129
max,max_sens_spec,0.46044851,400,10000,0.894300434,0.034955166,0.7823,0.022365151,0.244127611,0.014212233,0.139094601,0.009213998,0.278189203,0.018427996,0.105699566,0.034955166,0.676600434,0.038297998,0.895324123,0.015683041,0.911377863,0.09478673,0.809410466,0.009266129
max,max_sorensen,0.82325076,400,10000,0.368659632,0.056899744,0.974,0.009893179,0.364719184,0.019478387,0.22317042,0.014576449,0.446340841,0.029152898,0.631340368,0.056899744,0.342659632,0.048737713,0.895324123,0.015683041,0.911377863,0.09478673,0.809410466,0.009266129
max,sensitivity,0.40450725,400,10000,0.892420882,0.001643777,0.7527,0.059968325,0.225361694,0.027799003,0.127208186,0.017394774,0.254416372,0.034789547,0.107579118,0.001643777,0.645120882,0.05880083,0.895324123,0.015683041,0.911377863,0.09478673,0.809410466,0.009266129
max,equal_sens_spec,0.38577965,401,10000,0.87832077,0.016438036,0.8787,0.014429137,0.359342955,0.028906447,0.219322948,0.021224539,0.438645895,0.042449078,0.12167923,0.016438036,0.75702077,0.030782085,0.949291868,0.005921433,0.960871979,0.01202763,0.885219328,0.003890284
max,lpt,0.10079032,401,10000,1,0,0.7534,0.015286432,0.245619178,0.019584043,0.140117356,0.012767159,0.280234712,0.025534318,0,0,0.7534,0.015286432,0.949291868,0.005921433,0.960871979,0.01202763,0.885219328,0.003890284
max,max_fpb,0.67884116,401,10000,0.551886867,0.038468513,0.9745,0.007115125,0.506642103,0.03032551,0.339715814,0.02783302,0.679431628,0.055666039,0.448113133,0.038468513,0.526386867,0.034646088,0.949291868,0.005921433,0.960871979,0.01202763,0.885219328,0.003890284
max,max_jaccard,0.67884116,401,10000,0.551886867,0.038468513,0.9745,0.007115125,0.506642103,0.03032551,0.339715814,0.02783302,0.679431628,0.055666039,0.448113133,0.038468513,0.526386867,0.034646088,0.949291868,0.005921433,0.960871979,0.01202763,0.885219328,0.003890284
max,max_sens_spec,0.35058442,401,10000,0.949599958,0.031878752,0.838,0.043931765,0.323664069,0.045555012,0.193769408,0.031793319,0.387538816,0.063586638,0.050400042,0.031878752,0.787599958,0.015775849,0.949291868,0.005921433,0.960871979,0.01202763,0.885219328,0.003890284
max,max_sorensen,0.67884116,401,10000,0.551886867,0.038468513,0.9745,0.007115125,0.506642103,0.03032551,0.339715814,0.02783302,0.679431628,0.055666039,0.448113133,0.038468513,0.526386867,0.034646088,0.949291868,0.005921433,0.960871979,0.01202763,0.885219328,0.003890284
max,sensitivity,0.37257896,401,10000,0.892883685,0.003154476,0.8647,0.024368525,0.342090648,0.039505601,0.206874393,0.028111445,0.413748786,0.05622289,0.107116315,0.003154476,0.757583685,0.025778361,0.949291868,0.005921433,0.960871979,0.01202763,0.885219328,0.003890284
max,equal_sens_spec,0.28440755,401,10000,0.855576282,0.015677623,0.8564,0.016241921,0.316059356,0.024666007,0.187891803,0.017194756,0.375783606,0.034389511,0.144423718,0.015677623,0.711976282,0.031893116,0.943167521,0.006191156,0.94490418,0.024706604,0.889169241,0.003514074
max,lpt,0.04807477,401,10000,1,0,0.7,0.028098043,0.211908426,0.018509543,0.118607273,0.011632472,0.237214547,0.023264943,0,0,0.7,0.028098043,0.943167521,0.006191156,0.94490418,0.024706604,0.889169241,0.003514074
max,max_fpb,0.71478216,401,10000,0.526577232,0.019404917,0.981,0.003674235,0.527143974,0.025310474,0.358220306,0.022864757,0.716440613,0.045729515,0.473422768,0.019404917,0.507577232,0.020013579,0.943167521,0.006191156,0.94490418,0.024706604,0.889169241,0.003514074
max,max_jaccard,0.71478216,401,10000,0.526577232,0.019404917,0.981,0.003674235,0.527143974,0.025310474,0.358220306,0.022864757,0.716440613,0.045729515,0.473422768,0.019404917,0.507577232,0.020013579,0.943167521,0.006191156,0.94490418,0.024706604,0.889169241,0.003514074
max,max_sens_spec,0.18409382,401,10000,0.942340165,0.024889752,0.814,0.031238998,0.288871487,0.025785954,0.169032897,0.017720854,0.338065794,0.035441708,0.057659835,0.024889752,0.756340165,0.014253006,0.943167521,0.006191156,0.94490418,0.024706604,0.889169241,0.003514074
max,max_sorensen,0.71478216,401,10000,0.526577232,0.019404917,0.981,0.003674235,0.527143974,0.025310474,0.358220306,0.022864757,0.716440613,0.045729515,0.473422768,0.019404917,0.507577232,0.020013579,0.943167521,0.006191156,0.94490418,0.024706604,0.889169241,0.003514074
max,sensitivity,0.24867816,401,10000,0.892839545,0.003303685,0.8345,0.021988633,0.298431143,0.026831175,0.175619658,0.018533612,0.351239316,0.037067224,0.107160455,0.003303685,0.727339545,0.02211416,0.943167521,0.006191156,0.94490418,0.024706604,0.889169241,0.003514074
max,equal_sens_spec,0.25052251,409,10000,0.880429812,0.009020939,0.8804,0.010334409,0.366827245,0.022566362,0.224797655,0.016959261,0.449595309,0.033918521,0.119570188,0.009020939,0.760829812,0.019108534,0.95962661,0.004804612,0.898671538,0.054324301,0.923077426,0.003336826
max,lpt,0.00697854,409,10000,1,0,0.6874,0.082758232,0.21423915,0.042074094,0.12047265,0.026626674,0.240945301,0.053253348,0,0,0.6874,0.082758232,0.95962661,0.004804612,0.898671538,0.054324301,0.923077426,0.003336826
max,max_fpb,0.72471246,409,10000,0.532161268,0.047088986,0.9904,0.004292435,0.603145669,0.042368141,0.432842929,0.043463717,0.865685857,0.086927435,0.467838732,0.047088986,0.522561268,0.045938079,0.95962661,0.004804612,0.898671538,0.054324301,0.923077426,0.003336826
max,max_jaccard,0.72471246,409,10000,0.532161268,0.047088986,0.9904,0.004292435,0.603145669,0.042368141,0.432842929,0.043463717,0.865685857,0.086927435,0.467838732,0.047088986,0.522561268,0.045938079,0.95962661,0.004804612,0.898671538,0.054324301,0.923077426,0.003336826
max,max_sens_spec,0.10550383,409,10000,0.97273722,0.014757887,0.843,0.018930795,0.335840429,0.022993877,0.2019922,0.016681251,0.4039844,0.033362503,0.02726278,0.014757887,0.81573722,0.021534976,0.95962661,0.004804612,0.898671538,0.054324301,0.923077426,0.003336826
max,max_sorensen,0.72471246,409,10000,0.532161268,0.047088986,0.9904,0.004292435,0.603145669,0.042368141,0.432842929,0.043463717,0.865685857,0.086927435,0.467838732,0.047088986,0.522561268,0.045938079,0.95962661,0.004804612,0.898671538,0.054324301,0.923077426,0.003336826
max,sensitivity,0.2436041,409,10000,0.897208181,0.00260195,0.8711,0.015701911,0.356776203,0.034165627,0.217537036,0.0250953,0.435074071,0.0501906,0.102791819,0.00260195,0.768308181,0.017566723,0.95962661,0.004804612,0.898671538,0.054324301,0.923077426,0.003336826
max,equal_sens_spec,0.38799548,415,10000,0.833985278,0.028705237,0.8342,0.028057085,0.289566948,0.039344696,0.169785485,0.026682023,0.33957097,0.053364046,0.166014722,0.028705237,0.668185278,0.056753443,0.917210641,0.017001635,0.927586053,0.049197678,0.846494372,0.005587898
max,lpt,0.0038173,415,10000,1,0,0.6222,0.170276833,0.195486129,0.05339159,0.109087492,0.031935337,0.218174983,0.063870675,0,0,0.6222,0.170276833,0.917210641,0.017001635,0.927586053,0.049197678,0.846494372,0.005587898
max,max_fpb,0.81523602,415,10000,0.439270978,0.060899164,0.9752,0.009141936,0.43173449,0.027000949,0.275597593,0.022025051,0.551195185,0.044050102,0.560729022,0.060899164,0.414470978,0.053914788,0.917210641,0.017001635,0.927586053,0.049197678,0.846494372,0.005587898
max,max_jaccard,0.81523602,415,10000,0.439270978,0.060899164,0.9752,0.009141936,0.43173449,0.027000949,0.275597593,0.022025051,0.551195185,0.044050102,0.560729022,0.060899164,0.414470978,0.053914788,0.917210641,0.017001635,0.927586053,0.049197678,0.846494372,0.005587898
max,max_sens_spec,0.2652285,415,10000,0.956672278,0.034378114,0.7559,0.064927267,0.251491169,0.045947878,0.144466369,0.030195964,0.288932739,0.060391929,0.043327722,0.034378114,0.712572278,0.050282369,0.917210641,0.017001635,0.927586053,0.049197678,0.846494372,0.005587898
max,max_sorensen,0.81523602,415,10000,0.439270978,0.060899164,0.9752,0.009141936,0.43173449,0.027000949,0.275597593,0.022025051,0.551195185,0.044050102,0.560729022,0.060899164,0.414470978,0.053914788,0.917210641,0.017001635,0.927586053,0.049197678,0.846494372,0.005587898
max,sensitivity,0.32435808,415,10000,0.89392454,0.005052842,0.7826,0.058658333,0.257947675,0.046065743,0.148707027,0.030067078,0.297414053,0.060134156,0.10607546,0.005052842,0.67652454,0.053970668,0.917210641,0.017001635,0.927586053,0.049197678,0.846494372,0.005587898
max,equal_sens_spec,0.3447673,417,10000,0.839615502,0.013115999,0.8401,0.012028092,0.296101196,0.021409805,0.173927558,0.014816443,0.347855117,0.029632886,0.160384498,0.013115999,0.679715502,0.024886194,0.932308236,0.012248159,0.922960434,0.036830029,0.869759538,0.004879398
max,lpt,0.00935707,417,10000,1,0,0.655,0.104182532,0.201912664,0.039652953,0.112719674,0.024186326,0.225439348,0.048372653,0,0,0.655,0.104182532,0.932308236,0.012248159,0.922960434,0.036830029,0.869759538,0.004879398
max,max_fpb,0.70373536,417,10000,0.527610855,0.094718067,0.9726,0.01023108,0.484219376,0.064247522,0.321321998,0.055149439,0.642643996,0.110298879,0.472389145,0.094718067,0.500210855,0.091231621,0.932308236,0.012248159,0.922960434,0.036830029,0.869759538,0.004879398
max,max_jaccard,0.70373536,417,10000,0.527610855,0.094718067,0.9726,0.01023108,0.484219376,0.064247522,0.321321998,0.055149439,0.642643996,0.110298879,0.472389145,0.094718067,0.500210855,0.091231621,0.932308236,0.012248159,0.922960434,0.036830029,0.869759538,0.004879398
