model,threshold,thr_value,n_presences,n_absences,TPR_mean,TPR_sd,TNR_mean,TNR_sd,SORENSEN_mean,SORENSEN_sd,JACCARD_mean,JACCARD_sd,FPB_mean,FPB_sd,OR_mean,OR_sd,TSS_mean,TSS_sd,AUC_mean,AUC_sd,BOYCE_mean,BOYCE_sd,IMAE_mean,IMAE_sd
max,max_sens_spec,0.24342945,417,10000,0.970770223,0.011890818,0.7736,0.020827866,0.262510562,0.007788899,0.151104646,0.005161899,0.302209292,0.010323798,0.029229777,0.011890818,0.744370223,0.01985779,0.932308236,0.012248159,0.922960434,0.036830029,0.869759538,0.004879398
max,max_sorensen,0.70373536,417,10000,0.527610855,0.094718067,0.9726,0.01023108,0.484219376,0.064247522,0.321321998,0.055149439,0.642643996,0.110298879,0.472389145,0.094718067,0.500210855,0.091231621,0.932308236,0.012248159,0.922960434,0.036830029,0.869759538,0.004879398
max,sensitivity,0.31024979,417,10000,0.89419161,0.004410279,0.8149,0.017931815,0.282722405,0.017304786,0.164728282,0.011686375,0.329456565,0.02337275,0.10580839,0.004410279,0.70909161,0.016215191,0.932308236,0.012248159,0.922960434,0.036830029,0.869759538,0.004879398
max,equal_sens_spec,0.34530218,425,10000,0.863515938,0.007687141,0.8641,0.003781534,0.341157521,0.014847926,0.205737807,0.010868254,0.411475615,0.021736508,0.136484062,0.007687141,0.727615938,0.011432151,0.936991733,0.002864232,0.912592906,0.058384841,0.883251185,0.006628743
max,lpt,0.0141992,425,10000,1,0,0.613,0.100856333,0.189026371,0.054444718,0.105203313,0.034307739,0.210406626,0.068615479,0,0,0.613,0.100856333,0.936991733,0.002864232,0.912592906,0.058384841,0.883251185,0.006628743
max,max_fpb,0.70085115,425,10000,0.415563754,0.036199826,0.9829,0.007003571,0.459553096,0.039981428,0.299022856,0.033635,0.598045712,0.067269999,0.584436246,0.036199826,0.398463754,0.033550772,0.936991733,0.002864232,0.912592906,0.058384841,0.883251185,0.006628743
max,max_jaccard,0.70085115,425,10000,0.415563754,0.036199826,0.9829,0.007003571,0.459553096,0.039981428,0.299022856,0.033635,0.598045712,0.067269999,0.584436246,0.036199826,0.398463754,0.033550772,0.936991733,0.002864232,0.912592906,0.058384841,0.883251185,0.006628743
max,max_sens_spec,0.16616217,425,10000,0.955491351,0.015856024,0.8171,0.012660964,0.305818146,0.023912361,0.180700874,0.016833178,0.361401748,0.033666356,0.044508649,0.015856024,0.772591351,0.011819628,0.936991733,0.002864232,0.912592906,0.058384841,0.883251185,0.006628743
max,max_sorensen,0.70085115,425,10000,0.415563754,0.036199826,0.9829,0.007003571,0.459553096,0.039981428,0.299022856,0.033635,0.598045712,0.067269999,0.584436246,0.036199826,0.398463754,0.033550772,0.936991733,0.002864232,0.912592906,0.058384841,0.883251185,0.006628743
max,sensitivity,0.31055211,425,10000,0.89419772,0.003918817,0.8456,0.010358571,0.323978188,0.022408388,0.19347153,0.015860772,0.38694306,0.031721545,0.10580228,0.003918817,0.73979772,0.008443678,0.936991733,0.002864232,0.912592906,0.058384841,0.883251185,0.006628743
max,equal_sens_spec,0.36095845,430,10000,0.846326127,0.008671988,0.8465,0.009823441,0.312693699,0.03039433,0.185629916,0.021421744,0.371259832,0.042843487,0.153673873,0.008671988,0.692826127,0.018389371,0.925007143,0.010331944,0.883691008,0.078622832,0.859920057,0.002123589
max,lpt,0.06142706,430,10000,1,0,0.6459,0.057091374,0.198298713,0.033352842,0.110367547,0.020638224,0.220735095,0.041276448,0,0,0.6459,0.057091374,0.925007143,0.010331944,0.883691008,0.078622832,0.859920057,0.002123589
max,max_fpb,0.76889544,430,10000,0.39602791,0.053216174,0.9861,0.006484597,0.461754076,0.043724422,0.301018763,0.036798451,0.602037526,0.073596902,0.60397209,0.053216174,0.38212791,0.049420541,0.925007143,0.010331944,0.883691008,0.078622832,0.859920057,0.002123589
max,max_jaccard,0.76889544,430,10000,0.39602791,0.053216174,0.9861,0.006484597,0.461754076,0.043724422,0.301018763,0.036798451,0.602037526,0.073596902,0.60397209,0.053216174,0.38212791,0.049420541,0.925007143,0.010331944,0.883691008,0.078622832,0.859920057,0.002123589
max,max_sens_spec,0.21613414,430,10000,0.958377519,0.036908657,0.7749,0.037590557,0.268296483,0.027108593,0.155160619,0.018247496,0.310321237,0.036494993,0.041622481,0.036908657,0.733277519,0.028793517,0.925007143,0.010331944,0.883691008,0.078622832,0.859920057,0.002123589
max,max_sorensen,0.76889544,430,10000,0.39602791,0.053216174,0.9861,0.006484597,0.461754076,0.043724422,0.301018763,0.036798451,0.602037526,0.073596902,0.60397209,0.053216174,0.38212791,0.049420541,0.925007143,0.010331944,0.883691008,0.078622832,0.859920057,0.002123589
max,sensitivity,0.31502534,430,10000,0.892957865,0.00265682,0.8038,0.032932886,0.279268681,0.03933333,0.162787757,0.026866553,0.325575515,0.053733107,0.107042135,0.00265682,0.696757865,0.03356628,0.925007143,0.010331944,0.883691008,0.078622832,0.859920057,0.002123589
max,equal_sens_spec,0.20465114,430,10000,0.849969447,0.017810444,0.85,0.017720045,0.31884212,0.02206023,0.189819089,0.015511276,0.379638177,0.031022551,0.150030553,0.017810444,0.699969447,0.035528718,0.939905714,0.009322945,0.908071533,0.040569889,0.900095986,0.002959352
max,lpt,0.00869403,430,10000,1,0,0.6076,0.106691963,0.185916684,0.03695892,0.102851105,0.022453741,0.20570221,0.044907482,0,0,0.6076,0.106691963,0.939905714,0.009322945,0.908071533,0.040569889,0.900095986,0.002959352
max,max_fpb,0.78769026,430,10000,0.519229086,0.026348474,0.9901,0.005017469,0.595799472,0.040506249,0.425257583,0.041597866,0.850515167,0.083195732,0.480770914,0.026348474,0.509329086,0.025129826,0.939905714,0.009322945,0.908071533,0.040569889,0.900095986,0.002959352
max,max_jaccard,0.78769026,430,10000,0.519229086,0.026348474,0.9901,0.005017469,0.595799472,0.040506249,0.425257583,0.041597866,0.850515167,0.083195732,0.480770914,0.026348474,0.509329086,0.025129826,0.939905714,0.009322945,0.908071533,0.040569889,0.900095986,0.002959352
max,max_sens_spec,0.15476092,430,10000,0.880211471,0.06060576,0.8457,0.041815966,0.326120628,0.039773036,0.195368864,0.028391786,0.390737729,0.056783571,0.119788529,0.06060576,0.725911471,0.033808984,0.939905714,0.009322945,0.908071533,0.040569889,0.900095986,0.002959352
max,max_sorensen,0.78769026,430,10000,0.519229086,0.026348474,0.9901,0.005017469,0.595799472,0.040506249,0.425257583,0.041597866,0.850515167,0.083195732,0.480770914,0.026348474,0.509329086,0.025129826,0.939905714,0.009322945,0.908071533,0.040569889,0.900095986,0.002959352
max,sensitivity,0.15636619,430,10000,0.895487381,0.004688988,0.7998,0.041019203,0.276824016,0.034794382,0.161024269,0.023323661,0.322048538,0.046647322,0.104512619,0.004688988,0.695287381,0.043443534,0.939905714,0.009322945,0.908071533,0.040569889,0.900095986,0.002959352
max,equal_sens_spec,0.32265069,431,10000,0.856371755,0.026353337,0.8592,0.02213199,0.336113025,0.044147927,0.202665749,0.031145308,0.405331499,0.062290615,0.143628245,0.026353337,0.715571755,0.048352581,0.942266925,0.009369459,0.944339021,0.030492011,0.875491525,0.002473159
max,lpt,0.10197006,431,10000,1,0,0.7483,0.035188066,0.255550109,0.018697883,0.146597658,0.012178266,0.293195316,0.024356532,0,0,0.7483,0.035188066,0.942266925,0.009369459,0.944339021,0.030492011,0.875491525,0.002473159
max,max_fpb,0.69030475,431,10000,0.508756037,0.061431919,0.9771,0.006841053,0.496568451,0.025571789,0.330598046,0.022640128,0.661196092,0.045280256,0.491243963,0.061431919,0.485856037,0.055977548,0.942266925,0.009369459,0.944339021,0.030492011,0.875491525,0.002473159
max,max_jaccard,0.69030475,431,10000,0.508756037,0.061431919,0.9771,0.006841053,0.496568451,0.025571789,0.330598046,0.022640128,0.661196092,0.045280256,0.491243963,0.061431919,0.485856037,0.055977548,0.942266925,0.009369459,0.944339021,0.030492011,0.875491525,0.002473159
max,max_sens_spec,0.25875071,431,10000,0.984489229,0.011566132,0.7889,0.009825986,0.284935285,0.017993115,0.166240583,0.01237121,0.332481166,0.02474242,0.015510771,0.011566132,0.773389229,0.017711245,0.942266925,0.009369459,0.944339021,0.030492011,0.875491525,0.002473159
max,max_sorensen,0.69030475,431,10000,0.508756037,0.061431919,0.9771,0.006841053,0.496568451,0.025571789,0.330598046,0.022640128,0.661196092,0.045280256,0.491243963,0.061431919,0.485856037,0.055977548,0.942266925,0.009369459,0.944339021,0.030492011,0.875491525,0.002473159
max,sensitivity,0.29791621,431,10000,0.895504409,0.002246496,0.8399,0.027480448,0.320615186,0.027627979,0.191167823,0.01941887,0.382335647,0.03883774,0.104495591,0.002246496,0.735404409,0.025984385,0.942266925,0.009369459,0.944339021,0.030492011,0.875491525,0.002473159
max,equal_sens_spec,0.28451081,439,10000,0.827873481,0.017037828,0.8283,0.018693582,0.289084788,0.014630029,0.169033278,0.009981075,0.338066556,0.019962151,0.172126519,0.017037828,0.656173481,0.035601335,0.926798239,0.011587335,0.915601231,0.033693147,0.870786281,0.006301174
max,lpt,0.01499092,439,10000,1,0,0.5777,0.060305058,0.173398299,0.016279129,0.094999129,0.009772764,0.189998258,0.019545529,0,0,0.5777,0.060305058,0.926798239,0.011587335,0.915601231,0.033693147,0.870786281,0.006301174
max,max_fpb,0.66443605,439,10000,0.483966226,0.065874433,0.9788,0.00871493,0.491529435,0.004857634,0.325857193,0.004258562,0.651714387,0.008517124,0.516033774,0.065874433,0.462766226,0.057353861,0.926798239,0.011587335,0.915601231,0.033693147,0.870786281,0.006301174
max,max_jaccard,0.66443605,439,10000,0.483966226,0.065874433,0.9788,0.00871493,0.491529435,0.004857634,0.325857193,0.004258562,0.651714387,0.008517124,0.516033774,0.065874433,0.462766226,0.057353861,0.926798239,0.011587335,0.915601231,0.033693147,0.870786281,0.006301174
max,max_sens_spec,0.17567049,439,10000,0.949206748,0.020035488,0.7656,0.039815826,0.262722966,0.021446607,0.151369453,0.01443766,0.302738907,0.028875319,0.050793252,0.020035488,0.714806748,0.02366703,0.926798239,0.011587335,0.915601231,0.033693147,0.870786281,0.006301174
max,max_sorensen,0.66443605,439,10000,0.483966226,0.065874433,0.9788,0.00871493,0.491529435,0.004857634,0.325857193,0.004258562,0.651714387,0.008517124,0.516033774,0.065874433,0.462766226,0.057353861,0.926798239,0.011587335,0.915601231,0.033693147,0.870786281,0.006301174
max,sensitivity,0.24006876,439,10000,0.895006184,0.003591142,0.7862,0.031481344,0.266288618,0.021035914,0.153732019,0.014162757,0.307464037,0.028325514,0.104993816,0.003591142,0.681206184,0.028221356,0.926798239,0.011587335,0.915601231,0.033693147,0.870786281,0.006301174
max,equal_sens_spec,0.3694183,439,10000,0.890017775,0.014539877,0.8907,0.013093892,0.407420076,0.048313793,0.256733835,0.037507204,0.51346767,0.075014409,0.109982225,0.014539877,0.780717775,0.027589254,0.961284505,0.004225978,0.939939575,0.045561783,0.905554892,0.005673439
max,lpt,0.02269285,439,10000,1,0,0.792,0.049974994,0.302652097,0.047137256,0.179042386,0.033021973,0.358084771,0.066043947,0,0,0.792,0.049974994,0.961284505,0.004225978,0.939939575,0.045561783,0.905554892,0.005673439
max,max_fpb,0.69615404,439,10000,0.657636513,0.07720455,0.9696,0.008211273,0.558592872,0.015271259,0.387658023,0.014747614,0.775316046,0.029495228,0.342363487,0.07720455,0.627236513,0.069152835,0.961284505,0.004225978,0.939939575,0.045561783,0.905554892,0.005673439
max,max_jaccard,0.69615404,439,10000,0.657636513,0.07720455,0.9696,0.008211273,0.558592872,0.015271259,0.387658023,0.014747614,0.775316046,0.029495228,0.342363487,0.07720455,0.627236513,0.069152835,0.961284505,0.004225978,0.939939575,0.045561783,0.905554892,0.005673439
max,max_sens_spec,0.25261669,439,10000,0.964006084,0.028636547,0.8549,0.008473488,0.365462656,0.03101448,0.223933799,0.022793369,0.447867597,0.045586738,0.035993916,0.028636547,0.818906084,0.030098599,0.961284505,0.004225978,0.939939575,0.045561783,0.905554892,0.005673439
max,max_sorensen,0.69615404,439,10000,0.657636513,0.07720455,0.9696,0.008211273,0.558592872,0.015271259,0.387658023,0.014747614,0.775316046,0.029495228,0.342363487,0.07720455,0.627236513,0.069152835,0.961284505,0.004225978,0.939939575,0.045561783,0.905554892,0.005673439
max,sensitivity,0.35062175,439,10000,0.895302863,0.002275057,0.8856,0.01992925,0.400309135,0.054220905,0.251366919,0.041523636,0.502733838,0.083047273,0.104697137,0.002275057,0.780902863,0.021095293,0.961284505,0.004225978,0.939939575,0.045561783,0.905554892,0.005673439
max,equal_sens_spec,0.50388439,441,10000,0.811934295,0.00791973,0.8096,0.007162402,0.264823679,0.011239661,0.152659021,0.007411325,0.305318043,0.014822651,0.188065705,0.00791973,0.621534295,0.014891634,0.892107775,0.008979399,0.941338822,0.068965898,0.805547051,0.005945488
max,lpt,0.06797546,441,10000,1,0,0.6203,0.046002174,0.190022373,0.022454163,0.105121906,0.013690806,0.210243812,0.027381611,0,0,0.6203,0.046002174,0.892107775,0.008979399,0.941338822,0.068965898,0.805547051,0.005945488
max,max_fpb,0.64510009,441,10000,0.509711825,0.052730664,0.9205,0.007314369,0.307206545,0.023790352,0.181663312,0.016389851,0.363326624,0.032779702,0.490288175,0.052730664,0.430211825,0.047290809,0.892107775,0.008979399,0.941338822,0.068965898,0.805547051,0.005945488
max,max_jaccard,0.64510009,441,10000,0.509711825,0.052730664,0.9205,0.007314369,0.307206545,0.023790352,0.181663312,0.016389851,0.363326624,0.032779702,0.490288175,0.052730664,0.430211825,0.047290809,0.892107775,0.008979399,0.941338822,0.068965898,0.805547051,0.005945488
max,max_sens_spec,0.37903259,441,10000,0.914621769,0.039460462,0.7687,0.026803918,0.256203597,0.016515229,0.147004915,0.010826982,0.294009829,0.021653964,0.085378231,0.039460462,0.683321769,0.023972726,0.892107775,0.008979399,0.941338822,0.068965898,0.805547051,0.005945488
max,max_sorensen,0.64510009,441,10000,0.509711825,0.052730664,0.9205,0.007314369,0.307206545,0.023790352,0.181663312,0.016389851,0.363326624,0.032779702,0.490288175,0.052730664,0.430211825,0.047290809,0.892107775,0.008979399,0.941338822,0.068965898,0.805547051,0.005945488
max,sensitivity,0.40731867,441,10000,0.893345499,0.003057142,0.7654,0.016768274,0.24792302,0.012084421,0.14154571,0.007857362,0.28309142,0.015714723,0.106654501,0.003057142,0.658745499,0.017743767,0.892107775,0.008979399,0.941338822,0.068965898,0.805547051,0.005945488
max,equal_sens_spec,0.25432148,448,10000,0.828631106,0.011163898,0.8297,0.010121759,0.293897331,0.019125619,0.172380293,0.013146933,0.344760587,0.026293865,0.171368894,0.011163898,0.658331106,0.021179311,0.928521093,0.013752083,0.931723487,0.046217431,0.875178981,0.003646689
max,lpt,0.00961174,448,10000,1,0,0.5888,0.094322982,0.18223699,0.022585869,0.100387809,0.013518557,0.200775618,0.027037115,0,0,0.5888,0.094322982,0.928521093,0.013752083,0.931723487,0.046217431,0.875178981,0.003646689
max,max_fpb,0.79877791,448,10000,0.488008798,0.068780035,0.9891,0.00878493,0.564867455,0.045665727,0.394729388,0.044393102,0.789458775,0.088786204,0.511991202,0.068780035,0.477108798,0.062589631,0.928521093,0.013752083,0.931723487,0.046217431,0.875178981,0.003646689
max,max_jaccard,0.79877791,448,10000,0.488008798,0.068780035,0.9891,0.00878493,0.564867455,0.045665727,0.394729388,0.044393102,0.789458775,0.088786204,0.511991202,0.068780035,0.477108798,0.062589631,0.928521093,0.013752083,0.931723487,0.046217431,0.875178981,0.003646689
max,max_sens_spec,0.1882542,448,10000,0.879887004,0.057970124,0.8134,0.038617354,0.294567685,0.042106577,0.173305475,0.029487859,0.346610949,0.058975718,0.120112996,0.057970124,0.693287004,0.0403106,0.928521093,0.013752083,0.931723487,0.046217431,0.875178981,0.003646689
max,max_sorensen,0.79877791,448,10000,0.488008798,0.068780035,0.9891,0.00878493,0.564867455,0.045665727,0.394729388,0.044393102,0.789458775,0.088786204,0.511991202,0.068780035,0.477108798,0.062589631,0.928521093,0.013752083,0.931723487,0.046217431,0.875178981,0.003646689
max,sensitivity,0.19856155,448,10000,0.89491308,0.003702392,0.7658,0.038848423,0.252815714,0.021434937,0.144835982,0.013964107,0.289671965,0.027928214,0.10508692,0.003702392,0.66071308,0.038245563,0.928521093,0.013752083,0.931723487,0.046217431,0.875178981,0.003646689
max,equal_sens_spec,0.35414829,449,10000,0.821732419,0.006949399,0.821,0.008895223,0.283029135,0.021011512,0.164981627,0.014249475,0.329963254,0.028498949,0.178267581,0.006949399,0.642732419,0.015750249,0.912494941,0.009418345,0.954320581,0.031439251,0.841982317,0.00464356
max,lpt,0.01001183,449,10000,1,0,0.5087,0.047423096,0.155118479,0.014346771,0.084133322,0.008497903,0.168266645,0.016995806,0,0,0.5087,0.047423096,0.912494941,0.009418345,0.954320581,0.031439251,0.841982317,0.00464356
max,max_fpb,0.74624993,449,10000,0.440858684,0.069329192,0.9807,0.01165976,0.473333524,0.03310155,0.310533099,0.028208397,0.621066197,0.056416794,0.559141316,0.069329192,0.421558684,0.060080189,0.912494941,0.009418345,0.954320581,0.031439251,0.841982317,0.00464356
max,max_jaccard,0.74624993,449,10000,0.440858684,0.069329192,0.9807,0.01165976,0.473333524,0.03310155,0.310533099,0.028208397,0.621066197,0.056416794,0.559141316,0.069329192,0.421558684,0.060080189,0.912494941,0.009418345,0.954320581,0.031439251,0.841982317,0.00464356
max,max_sens_spec,0.32857032,449,10000,0.899192192,0.055870086,0.7703,0.069422259,0.26494056,0.053532462,0.153606587,0.036804857,0.307213173,0.073609714,0.100807808,0.055870086,0.669492192,0.023034882,0.912494941,0.009418345,0.954320581,0.031439251,0.841982317,0.00464356
max,max_sorensen,0.74624993,449,10000,0.440858684,0.069329192,0.9807,0.01165976,0.473333524,0.03310155,0.310533099,0.028208397,0.621066197,0.056416794,0.559141316,0.069329192,0.421558684,0.060080189,0.912494941,0.009418345,0.954320581,0.031439251,0.841982317,0.00464356
max,sensitivity,0.24315396,449,10000,0.895176268,0.003167526,0.7404,0.035632499,0.234615921,0.018849512,0.133001399,0.012111456,0.266002797,0.024222912,0.104823732,0.003167526,0.635576268,0.033766466,0.912494941,0.009418345,0.954320581,0.031439251,0.841982317,0.00464356
max,equal_sens_spec,0.26230164,452,10000,0.853791439,0.019855301,0.8549,0.018736328,0.339454288,0.037494611,0.204916368,0.027297048,0.409832735,0.054594096,0.146208561,0.019855301,0.708691439,0.038528722,0.939934048,0.006081139,0.934767122,0.018121982,0.88873983,0.004772585
max,lpt,0.03290479,452,10000,1,0,0.6568,0.045181025,0.21041482,0.023851458,0.117736166,0.014888338,0.235472331,0.029776676,0,0,0.6568,0.045181025,0.939934048,0.006081139,0.934767122,0.018121982,0.88873983,0.004772585
max,max_fpb,0.71848792,452,10000,0.581240084,0.068724279,0.9753,0.013791302,0.551263462,0.048125789,0.381720625,0.045445003,0.763441249,0.090890007,0.418759916,0.068724279,0.556540084,0.058007928,0.939934048,0.006081139,0.934767122,0.018121982,0.88873983,0.004772585
max,max_jaccard,0.71848792,452,10000,0.581240084,0.068724279,0.9753,0.013791302,0.551263462,0.048125789,0.381720625,0.045445003,0.763441249,0.090890007,0.418759916,0.068724279,0.556540084,0.058007928,0.939934048,0.006081139,0.934767122,0.018121982,0.88873983,0.004772585
